i,x,y,z,qx,qy,qz,qw,o,a,t,radius,rmse,bend
0,-120.96098918199507,-200.20103825725602,0.00038700632791583247,-5.356773668207468e-05,0.00010966753723798016,0.4388959710876685,0.898537874363981,52.066922315841765,0.013986025923685474,2.6062707547680475e-11,1.0827292190710498,0.08084708963995911,1
9,-119.99999999999994,-188.15347333529724,9.908032629040232e-16,2.9788892013026008e-05,2.9788892012562312e-05,0.7071067805590767,0.7071067805590763,-4.4590819925360847e-10,0.0048274965949133275,90.00000000044594,1.9999999999999993,2.424568164457103e-15,1
14,-119.99999999999994,-178.1085037971315,1.2201162668252847e-14,2.9788892012754704e-05,2.978889201283362e-05,0.7071067805590765,0.7071067805590765,7.58859641791787e-11,0.0048274965949133275,89.99999999992411,1.9999999999999993,8.89191987402777e-15,0
19,-119.99999999999994,-168.0635342589657,-1.495555976008476e-16,2.9788892012520756e-05,2.9788892013067567e-05,0.7071067805590765,0.7071067805590765,5.258584678813349e-10,0.0048274965949133275,89.99999999947414,1.9999999999999993,2.4298417309597575e-15,0
24,-119.99999999999994,-158.01856472079993,3.776147679850798e-16,2.978889201290344e-05,2.9788892012684884e-05,0.7071067805590765,0.7071067805590765,-2.1017854123783763e-10,0.0048274965949133275,90.0000000002102,1.9999999999999998,2.9402776829971742e-15,0
29,-119.99999999999994,-147.97359518263414,5.555228131694612e-16,2.978889201263215e-05,2.9788892012956172e-05,0.7071067805590765,0.7071067805590765,3.1161562219494954e-10,0.0048274965949133275,89.99999999968838,1.9999999999999996,2.409465339937656e-15,0
35,-119.99999999999994,-135.9196317368352,-1.495555976008476e-16,2.9788892012701178e-05,2.9788892012887146e-05,0.7071067805590765,0.7071067805590765,1.7885781744553242e-10,0.0048274965949133275,89.99999999982117,1.9999999999999993,2.4298417309597575e-15,1
40,-119.99999999999994,-125.87466219866945,-6.933714306347513e-15,3.0013853398424815e-05,2.9562219063938182e-05,0.7017265477004982,0.7124463842827642,-0.8686496975208229,0.0048274966181907075,90.0000294381577,1.9999999999999996,5.8171709630736565e-15,1
45,-119.56992263874503,-115.87469663021496,-1.1792281845766518e-11,3.343695394833081e-05,2.5626676035398263e-05,0.6083072411195574,0.7937016433312686,-15.065596796657616,0.004827496920313479,90.00000860274275,1.9999999993216595,6.991193942329301e-09,1
51,-112.96535496143916,-104.77175100808107,-4.028429406253925e-11,3.982212424551181e-05,1.3746098385957649e-05,0.32629459613129524,0.9452681285015158,-51.9119411858058,0.004827497445717199,89.99999354289855,2.0000004463278187,3.1439377800737246e-07,1
55,-102.17473511284051,-100.11858840050863,8.450818636214602e-10,4.182739524810791e-05,5.022480593474539e-06,0.11921958071968607,0.992867911556349,-76.30585015184143,0.00482749677152583,89.99997920001715,1.9999999991197033,9.971571006322453e-09,1
60,-92.1383774704808,-99.99999999999997,1.4246349205379176e-14,4.212779503477196e-05,6.965760236374058e-08,0.0016534385581381875,0.9999986321821538,-89.81052738177861,0.00482749631197521,89.99999757040865,2.000000018437981,1.3797722064647536e-08,1
66,-82.09340793231505,-99.99999999999997,1.5006454829079084e-14,4.212785263703682e-05,4.469461816942443e-16,2.591854959958411e-16,0.999999999112622,-89.99999999939212,0.004827496313538404,89.99999999939212,1.999999999999999,2.068803922771459e-15,1
72,-72.04843839414926,-99.99999999999997,-4.2732504141856744e-17,4.212785263703682e-05,-1.2774344947916533e-18,-4.2467337536620845e-16,0.999999999112622,-90.00000000000176,0.004827496313538404,90.0000000000017,1.9999999999999993,3.185600540491905e-15,0
77,-62.0034688559835,-99.99999999999997,1.2170399590733288e-16,4.212785263703682e-05,-1.6195862911595767e-18,6.822969266748118e-23,0.999999999112622,-90.0000000000022,0.004827496313538404,90.00000000000222,2.0,2.0102278077384043e-15,0
82,-51.95849931781774,-99.99999999999997,-4.2732504141856744e-17,4.212785263703682e-05,1.704928442802782e-16,-7.182497425882417e-21,0.999999999112622,-89.99999999976812,0.004827496313538404,89.99999999976814,2.0,2.022922624776835e-15,0
87,-41.91352977965196,-99.99999999999997,-1.2208983091383177e-14,4.212785263703682e-05,-1.0308902638745764e-16,4.342919316000227e-21,0.999999999112622,-90.0000000001402,0.004827496313538404,90.00000000014018,2.0,2.0102278077384043e-15,0
93,-31.868560241486165,-99.99999999999997,-4.2732504141856744e-17,4.212785263703682e-05,2.4379040312992636e-17,-1.0270366186495033e-21,0.999999999112622,-89.99999999996685,0.004827496313538404,89.99999999996686,2.0,2.0102278077384043e-15,1
98,-21.823590703320406,-99.99999999999997,8.167735145345242e-17,4.210155532676532e-05,1.4883006289967604e-06,0.03532893230104448,0.9993757375320417,-85.95080272106937,0.004827496356909933,90.00004278584197,2.0,2.0102278077384043e-15,1
104,-11.006530877214141,-97.86385347358677,5.509710888422043e-10,4.097037876370631e-05,9.807338902474172e-06,0.23279808792676468,0.9725250888706607,-63.076195936323174,0.004827496129365727,89.99992206956614,1.9999999977025913,1.6263471858788464e-08,1
110,-2.7792508268031764,-90.17082850493769,3.007388317375966e-10,3.627082754396056e-05,2.142855060503854e-05,0.5086542618339391,0.8609708706706719,-28.851471593467352,0.0048274959652871985,89.9999362667163,2.0000001100862663,7.94576336246909e-08,1
116,-4.478572545635665e-16,-76.79995054568981,-1.5943836220541197e-15,3.057735715321773e-05,2.897896331175538e-05,0.6878814238056469,0.7258230810661515,-3.074717243973481,0.004827495113005398,89.99999393110727,2.0000000160380007,3.815810889757614e-08,1
122,-4.552349457774945e-16,-64.74598709989093,-1.552832602652312e-15,2.9788882991073237e-05,2.9788882991074867e-05,0.7071067805590769,0.7071067805590768,1.5631940186722204e-12,0.004827495132872173,89.99999999999841,1.9999999999999993,2.463363718453367e-16,1
128,6.542723688427e-16,-52.692023654091976,-7.558701701444579e-16,2.978888299107224e-05,2.9788882991075863e-05,0.7071067805590769,0.7071067805590768,3.495870259939693e-12,0.004827495132872173,89.99999999999653,1.9999999999999998,5.359939256369156e-16,0
133,3.599259055313508e-16,-42.647054115926224,-1.5278665671598672e-17,2.9788882991082104e-05,2.9788882991065997e-05,0.7071067805590769,0.7071067805590768,-1.5489831639570184e-11,0.004827495132872173,90.00000000001546,1.9999999999999993,2.463363718453367e-16,0
139,1.7124222748994246e-16,-30.593090670127296,-4.8943114747633135e-17,2.978888299107426e-05,2.9788882991073844e-05,0.7071067805590769,0.7071067805590768,-3.979039320256561e-13,0.004827495132872173,90.0000000000004,1.9999999999999993,3.6303287396459174e-16,0
145,-5.487048252264736e-16,-18.539127224328375,-2.4130580443328384e-16,2.978888299107413e-05,2.978888299107397e-05,0.7071067805590769,0.7071067805590768,-1.7053025658242404e-13,0.004827495132872173,90.00000000000017,1.9999999999999996,9.019494489765868e-16,1
151,8.512901108369426e-16,-6.48516377852944,4.289681825280439e-16,3.091264469741061e-05,2.862103243287224e-05,0.6793851956770408,0.7337818164278221,-4.408762453036616,0.004827495132872173,90.00000000001705,1.9999999999999993,2.463363718453367e-16,1
154,0.4617460142089509,-0.8829735326048764,2.508166200773654e-16,3.223635749218776e-05,2.712143719178373e-05,0.64378889744118,0.7652031454174211,-9.850136353213571,0.004827495132872173,90.00000000002905,1.9999999999999991,4.720331341334813e-16,1
